# Env keys under C:\cevict-live (sorted by key name)
# Generated: 2026-02-04 04:29:54
#
KEY	HAS_VALUE	FILE(S)	VALUE_OR_MASKED
MIN_COINBASE_BALANCE	yes	.env.local_01142025; apps\.idea\.env.local; apps\ai-orchestrator\.env.local; apps\alexa-skill\.env.local; apps\alpha-hunter\arbitrage-v2\.env.local; apps\alpha-hunter\environments\prod\.env.local; apps\alpha-hunter\environments\prod\.env.local.backup; apps\audit-test\.env.local; apps\auspicio\.env.local; apps\banner-generator\.env.local; apps\brain\.env.local; apps\calmcast\.env.local; apps\cds-demo\.env.local; apps\cevict\.env.local; apps\cevict-ai\.env.local; apps\deployer\.env.local; apps\empire-c2\.env.local; apps\Fishy\.env.local; apps\gateway\.env.local; apps\gcc\.env.local; apps\google-assistant\.env.local; apps\kalshi-dash\.env.local; apps\launchpad\.env.local; apps\local-agent\.env.local; apps\petreunion\.env.local; apps\petreunion\scripts\petreunion\.env.local; apps\popthepopcorn\.env.local; apps\progno\.env.local; apps\shared\.env.local; apps\smokersrights\.env.local; apps\solar-weather\.env.local; apps\supershopper\.env.local; apps\supershopper-v2\.env.local; apps\task-bot\.env.local; apps\trading-dashboard\.env.local; apps\wheretovacation\.env.local; backups\prod\.env.local; backups\prod\.env.local.backup; _wt_petreunion_push\apps\petreunion\.env.local	(use -IncludeValues to show)
MIN_COINBASE_RESERVE	yes	.env.local.backup; apps\alpha-hunter\environments\prod\.env.local.backup; backups\prod\.env.local.backup	(use -IncludeValues to show)
MIN_CONFIDENCE	yes	apps\alpha-hunter\.env.example; apps\alpha-hunter\.env.local.backup_20251230_183203; apps\alpha-hunter\.env.local.MASTER_BACKUP; old-cevict-monorepo\apps\alpha-hunter\.env.example; _wt_petreunion_push\apps\alpha-hunter\.env.example; _wt_petreunion_push\apps\alpha-hunter\.env.local.backup_20251230_183203; _wt_petreunion_push\apps\alpha-hunter\.env.local.MASTER_BACKUP	(use -IncludeValues to show)
MIN_CONFIDENCE_SCORE	yes	apps\alpha-hunter\arbitrage-v2\.env.local-old	(use -IncludeValues to show)
MIN_CRYPTO_CONFIDENCE	yes	apps\alpha-hunter\environments\test\.env.test	(use -IncludeValues to show)
MIN_CRYPTO_EDGE	yes	apps\alpha-hunter\environments\test\.env.test	(use -IncludeValues to show)
MIN_EXPECTED_VALUE	yes	apps\alpha-hunter\.env.example; apps\alpha-hunter\.env.local.backup_20251230_183203; apps\alpha-hunter\.env.local.MASTER_BACKUP; old-cevict-monorepo\apps\alpha-hunter\.env.example; _wt_petreunion_push\apps\alpha-hunter\.env.example; _wt_petreunion_push\apps\alpha-hunter\.env.local.backup_20251230_183203; _wt_petreunion_push\apps\alpha-hunter\.env.local.MASTER_BACKUP	(use -IncludeValues to show)
MIN_KALSHI_BALANCE	yes	.env.local_01142025; apps\.idea\.env.local; apps\ai-orchestrator\.env.local; apps\alexa-skill\.env.local; apps\alpha-hunter\arbitrage-v2\.env.local; apps\alpha-hunter\environments\prod\.env.local; apps\alpha-hunter\environments\prod\.env.local.backup; apps\audit-test\.env.local; apps\auspicio\.env.local; apps\banner-generator\.env.local; apps\brain\.env.local; apps\calmcast\.env.local; apps\cds-demo\.env.local; apps\cevict\.env.local; apps\cevict-ai\.env.local; apps\deployer\.env.local; apps\empire-c2\.env.local; apps\Fishy\.env.local; apps\gateway\.env.local; apps\gcc\.env.local; apps\google-assistant\.env.local; apps\kalshi-dash\.env.local; apps\launchpad\.env.local; apps\local-agent\.env.local; apps\petreunion\.env.local; apps\petreunion\scripts\petreunion\.env.local; apps\popthepopcorn\.env.local; apps\progno\.env.local; apps\shared\.env.local; apps\smokersrights\.env.local; apps\solar-weather\.env.local; apps\supershopper\.env.local; apps\supershopper-v2\.env.local; apps\task-bot\.env.local; apps\trading-dashboard\.env.local; apps\wheretovacation\.env.local; backups\prod\.env.local; backups\prod\.env.local.backup; _wt_petreunion_push\apps\petreunion\.env.local	(use -IncludeValues to show)
MIN_LIQUIDITY_USD	yes	apps\alpha-hunter\arbitrage-v2\.env.local-old	(use -IncludeValues to show)
MIN_POLYMARKET_VOLUME	yes	apps\alpha-hunter\environments\prod\.env.local.backup; backups\prod\.env.local.backup	(use -IncludeValues to show)
MIN_SPORTS_CONFIDENCE	yes	.env.template.txt	(use -IncludeValues to show)
MIN_SPORTS_EDGE	yes	.env.template.txt	(use -IncludeValues to show)
mP9z7LqdhdKaJSAD7JWpgjykSvFK1WqJyw	yes	.env.local; .env.local_01142025; apps\.idea\.env.local; apps\ai-orchestrator\.env.local; apps\alexa-skill\.env.local; apps\alpha-hunter\arbitrage-v2\.env.local; apps\alpha-hunter\environments\prod\.env.local; apps\audit-test\.env.local; apps\auspicio\.env.local; apps\banner-generator\.env.local; apps\brain\.env.local; apps\calmcast\.env.local; apps\cds-demo\.env.local; apps\cevict\.env.local; apps\cevict-ai\.env.local; apps\deployer\.env.local; apps\empire-c2\.env.local; apps\Fishy\.env.local; apps\gateway\.env.local; apps\gcc\.env.local; apps\google-assistant\.env.local; apps\kalshi-dash\.env.local; apps\launchpad\.env.local; apps\local-agent\.env.local; apps\popthepopcorn\.env.local; apps\progno\.env.local; apps\shared\.env.local; apps\smokersrights\.env.local; apps\solar-weather\.env.local; apps\supershopper\.env.local; apps\supershopper-v2\.env.local; apps\task-bot\.env.local; apps\trading-dashboard\.env.local; apps\wheretovacation\.env.local; backups\prod\.env.local	(use -IncludeValues to show)
MY_PERSONAL_NUMBER	yes	apps\alpha-hunter\.env.example; apps\alpha-hunter\.env.local.backup_20251230_183203; apps\alpha-hunter\.env.local.MASTER_BACKUP; apps\prognostication\progno-massager\.env.local; backups\_20260108_0705local-agent\.env.local; backups\_20260108_0705progno-massager\.env.local; backups\_20260108_0711local-agent\.env.local; backups\_20260108_0711progno-massager\.env.local; old-cevict-monorepo\apps\alpha-hunter\.env.example; _wt_petreunion_push\apps\alpha-hunter\.env.example; _wt_petreunion_push\apps\alpha-hunter\.env.local.backup_20251230_183203; _wt_petreunion_push\apps\alpha-hunter\.env.local.MASTER_BACKUP	(use -IncludeValues to show)
MY_PHONE_NUMBER	yes	.env.local; .env.template.txt	(use -IncludeValues to show)
NEWS_API_KEY	yes	.env.local_01142025; apps\.idea\.env.local; apps\ai-orchestrator\.env.local; apps\alexa-skill\.env.local; apps\alpha-hunter\.env.example; apps\alpha-hunter\.env.local.backup_20251230_183203; apps\alpha-hunter\.env.local.MASTER_BACKUP; apps\alpha-hunter\arbitrage-v2\.env.local; apps\alpha-hunter\environments\prod\.env.local; apps\audit-test\.env.local; apps\auspicio\.env.local; apps\banner-generator\.env.local; apps\brain\.env.local; apps\calmcast\.env.local; apps\cds-demo\.env.local; apps\cevict\.env.local; apps\cevict-ai\.env.local; apps\deployer\.env.local; apps\empire-c2\.env.local; apps\Fishy\.env.local; apps\gateway\.env.local; apps\gcc\.env.local; apps\google-assistant\.env.local; apps\kalshi-dash\.env.local; apps\launchpad\.env.local; apps\local-agent\.env.local; apps\petreunion\.env.local; apps\petreunion\scripts\petreunion\.env.local; apps\popthepopcorn\.env.local; apps\progno\.env.local; apps\progno\.env.local; apps\shared\.env.local; apps\smokersrights\.env.local; apps\solar-weather\.env.local; apps\supershopper\.env.local; apps\supershopper-v2\.env.local; apps\task-bot\.env.local; apps\trading-dashboard\.env.local; apps\wheretovacation\.env.local; backups\prod\.env.local; old-cevict-monorepo\apps\alpha-hunter\.env.example; _wt_petreunion_push\apps\alpha-hunter\.env.example; _wt_petreunion_push\apps\alpha-hunter\.env.local.backup_20251230_183203; _wt_petreunion_push\apps\alpha-hunter\.env.local.MASTER_BACKUP; _wt_petreunion_push\apps\petreunion\.env.local	(use -IncludeValues to show)
NEWSLETTER_FROM_EMAIL	yes	apps\petreunion\.env.local	(use -IncludeValues to show)
NEXT_PUBLIC_ADMIN_DEBUG	yes	apps\petreunion\.env.local; _wt_petreunion_push\apps\petreunion\.env.local	(use -IncludeValues to show)
NEXT_PUBLIC_ALPHA_HUNTER_API	yes	old-cevict-monorepo\apps\trading-dashboard\.env.example	(use -IncludeValues to show)
NEXT_PUBLIC_APP_NAME	yes	apps\gulfcoastcharters\.env.local.example	(use -IncludeValues to show)
NEXT_PUBLIC_APP_URL	yes	apps\gulfcoastcharters\.env.local.example; apps\praxis.original\.env.example; apps\wheretovacation\.env.production; backups\_20260108_0705smokersrights\.env.local; backups\_20260108_0705wheretovacation\.env.production; backups\_20260108_0711smokersrights\.env.local; backups\_20260108_0711wheretovacation\.env.production; old-cevict-monorepo\apps\smokersrights\.env.example; old-cevict-monorepo\apps\wheretovacation\.env.production	(use -IncludeValues to show)
NEXT_PUBLIC_BASE_URL	yes	backups\_20260108_0705prognostication\.env.local; backups\_20260108_0705smokersrights\.env.local; backups\_20260108_0711prognostication\.env.local; backups\_20260108_0711smokersrights\.env.local; old-cevict-monorepo\apps\smokersrights\.env.example	(use -IncludeValues to show)
NEXT_PUBLIC_CLERK_AFTER_SIGN_IN_URL	yes	apps\praxis.original\.env.example	(use -IncludeValues to show)
NEXT_PUBLIC_CLERK_AFTER_SIGN_UP_URL	yes	apps\praxis.original\.env.example	(use -IncludeValues to show)
NEXT_PUBLIC_CLERK_PUBLISHABLE_KEY	no	apps\praxis.original\.env.example	(use -IncludeValues to show)
NEXT_PUBLIC_CLERK_SIGN_IN_URL	yes	apps\praxis.original\.env.example	(use -IncludeValues to show)
NEXT_PUBLIC_CLERK_SIGN_UP_URL	yes	apps\praxis.original\.env.example	(use -IncludeValues to show)
NEXT_PUBLIC_ENABLE_BETA_FEATURES	yes	apps\wheretovacation\.env.production; backups\_20260108_0705wheretovacation\.env.production; backups\_20260108_0711wheretovacation\.env.production; old-cevict-monorepo\apps\wheretovacation\.env.production	(use -IncludeValues to show)
NEXT_PUBLIC_ENABLE_DEBUG	yes	apps\wheretovacation\.env.production; backups\_20260108_0705wheretovacation\.env.production; backups\_20260108_0711wheretovacation\.env.production; old-cevict-monorepo\apps\wheretovacation\.env.production	(use -IncludeValues to show)
NEXT_PUBLIC_GCC_URL	yes	old-cevict-monorepo\apps\wheretovacation\.env.local.example	(use -IncludeValues to show)
NEXT_PUBLIC_GOOGLE_ADSENSE_ID	yes	old-cevict-monorepo\.env.example	(use -IncludeValues to show)
NEXT_PUBLIC_GOOGLE_CLIENT_ID	yes	apps\gulfcoastcharters\.env.local.example	(use -IncludeValues to show)
NEXT_PUBLIC_KALSHI_REFERRAL_CODE	no	apps\prognostication\.env.example	(use -IncludeValues to show)
NEXT_PUBLIC_MAPBOX_TOKEN	yes	apps\gulfcoastcharters\.env.local.example	(use -IncludeValues to show)
NEXT_PUBLIC_ODDS_API_KEY	yes	apps\progno\.env.example; backups\_20260108_0705local-agent\.env.local; backups\_20260108_0705popthepopcorn\.env.local; backups\_20260108_0711local-agent\.env.local; backups\_20260108_0711popthepopcorn\.env.local	(use -IncludeValues to show)
NEXT_PUBLIC_OPENWEATHER_API_KEY	yes	apps\progno\.env.example	(use -IncludeValues to show)
NEXT_PUBLIC_POSTHOG_HOST	no	apps\praxis.original\.env.example	(use -IncludeValues to show)
NEXT_PUBLIC_POSTHOG_KEY	no	apps\praxis.original\.env.example	(use -IncludeValues to show)
NEXT_PUBLIC_SINCH_FROM	yes	apps\petreunion\.env.local; apps\petreunion\scripts\petreunion\.vercel\.env.preview.local; backups\_20260108_0705petreunion\.env.local; backups\_20260108_0705petreunion\.vercel\.env.preview.local; backups\_20260108_0711petreunion\.env.local; backups\_20260108_0711petreunion\.vercel\.env.preview.local; _wt_petreunion_push\apps\petreunion\.env.local	(use -IncludeValues to show)
NEXT_PUBLIC_SITE_URL	yes	apps\petreunion\.env.local; apps\petreunion\scripts\petreunion\.vercel\.env.preview.local; apps\supershopper-v2\.env.local; apps\wheretovacation\.env.production; backups\_20260108_0705petreunion\.env.local; backups\_20260108_0705petreunion\.vercel\.env.preview.local; backups\_20260108_0705wheretovacation\.env.production; backups\_20260108_0711petreunion\.env.local; backups\_20260108_0711petreunion\.vercel\.env.preview.local; backups\_20260108_0711wheretovacation\.env.production; old-cevict-monorepo\apps\wheretovacation\.env.production; _wt_petreunion_push\apps\petreunion\.env.local	(use -IncludeValues to show)
NEXT_PUBLIC_STRIPE_ELITE_MONTHLY_PRICE_ID	yes	backups\_20260108_0705prognostication\.env.local; backups\_20260108_0711prognostication\.env.local	(use -IncludeValues to show)
NEXT_PUBLIC_STRIPE_ELITE_WEEKLY_PRICE_ID	yes	backups\_20260108_0705prognostication\.env.local; backups\_20260108_0711prognostication\.env.local	(use -IncludeValues to show)
NEXT_PUBLIC_STRIPE_PRO_MONTHLY_PRICE_ID	yes	backups\_20260108_0705prognostication\.env.local; backups\_20260108_0711prognostication\.env.local	(use -IncludeValues to show)
NEXT_PUBLIC_STRIPE_PRO_WEEKLY_PRICE_ID	yes	backups\_20260108_0705prognostication\.env.local; backups\_20260108_0711prognostication\.env.local	(use -IncludeValues to show)
NEXT_PUBLIC_STRIPE_PUBLISHABLE_KEY	yes	apps\gulfcoastcharters\.env.local; apps\gulfcoastcharters\.env.local.example; apps\popthepopcorn\.env.local; apps\praxis.original\.env.example; backups\_20260108_0705prognostication\.env.local; backups\_20260108_0705smokersrights\.env.local; backups\_20260108_0711prognostication\.env.local; backups\_20260108_0711smokersrights\.env.local; old-cevict-monorepo\apps\smokersrights\.env.example; old-cevict-monorepo\apps\wheretovacation\.env.local.example	(use -IncludeValues to show)
NEXT_PUBLIC_SUPABASE_ANON_KEY	yes	.env.local; .env.local.backup; .env.local_01142025; apps\.idea\.env.local; apps\ai-orchestrator\.env.local; apps\alexa-skill\.env.local; apps\alpha-hunter\arbitrage-v2\.env.local; apps\alpha-hunter\environments\prod\.env.local; apps\alpha-hunter\environments\prod\.env.local.backup; apps\alpha-hunter\environments\test\.env.local; apps\audit-test\.env.local; apps\auspicio\.env.local; apps\banner-generator\.env.local; apps\brain\.env.local; apps\calmcast\.env.local; apps\cds-demo\.env.local; apps\cevict\.env; apps\cevict\.env.local; apps\cevict\apps\progno\.env.local; apps\cevict-ai\.env.local; apps\deployer\.env.local; apps\empire-c2\.env.local; apps\Fishy\.env.local; apps\gateway\.env.local; apps\gcc\.env.local; apps\google-assistant\.env.local; apps\gulfcoastcharters\.env.local; apps\gulfcoastcharters\.env.local.example; apps\kalshi-dash\.env.local; apps\launchpad\.env.local; apps\local-agent\.env.local; apps\petreunion\.env.local; apps\petreunion\scripts\petreunion\.env.local; apps\petreunion\scripts\petreunion\.vercel\.env.preview.local; apps\praxis.original\.env.example; apps\progno\.env.example; apps\progno\.env.local; apps\progno\apps\progno\.env.local; apps\prognostication\.env.example; apps\prognostication\.env.local; apps\prognostication\.env.local; apps\prognostication\progno-massager\.env.local; apps\shared\.env.local; apps\smokersrights\.env.local; apps\solar-weather\.env.local; apps\supershopper\.env.local; apps\supershopper-v2\.env.local; apps\task-bot\.env.local; apps\trading-dashboard\.env.local; apps\wheretovacation\.env.local; apps\wheretovacation\.env.production; backups\prod\.env.local; backups\prod\.env.local.backup; backups\_20260108_0705ai-orchestrator\.env.local; backups\_20260108_0705auspicio\.env.local; backups\_20260108_0705brain\.env.local; backups\_20260108_0705cevict\.env; backups\_20260108_0705cevict\.env.local; backups\_20260108_0705cevict\apps\progno\.env.local; backups\_20260108_0705cevict-ai\.env.local; backups\_20260108_0705gateway\.env.local; backups\_20260108_0705gcc\.env.local; backups\_20260108_0705launchpad\.env.local; backups\_20260108_0705local-agent\.env.local; backups\_20260108_0705petreunion\.env.local; backups\_20260108_0705petreunion\.vercel\.env.preview.local; backups\_20260108_0705popthepopcorn\.env.local; backups\_20260108_0705progno\.env.local; backups\_20260108_0705progno\apps\progno\.env.local; backups\_20260108_0705progno-massager\.env.local; backups\_20260108_0705prognostication\.env.local; backups\_20260108_0705smokersrights\.env.local; backups\_20260108_0705wheretovacation\.env.local; backups\_20260108_0705wheretovacation\.env.production; backups\_20260108_0711ai-orchestrator\.env.local; backups\_20260108_0711auspicio\.env.local; backups\_20260108_0711brain\.env.local; backups\_20260108_0711cevict\.env; backups\_20260108_0711cevict\.env.local; backups\_20260108_0711cevict\apps\progno\.env.local; backups\_20260108_0711cevict-ai\.env.local; backups\_20260108_0711gateway\.env.local; backups\_20260108_0711gcc\.env.local; backups\_20260108_0711launchpad\.env.local; backups\_20260108_0711local-agent\.env.local; backups\_20260108_0711petreunion\.env.local; backups\_20260108_0711petreunion\.vercel\.env.preview.local; backups\_20260108_0711popthepopcorn\.env.local; backups\_20260108_0711progno\.env.local; backups\_20260108_0711progno\apps\progno\.env.local; backups\_20260108_0711progno-massager\.env.local; backups\_20260108_0711prognostication\.env.local; backups\_20260108_0711smokersrights\.env.local; backups\_20260108_0711wheretovacation\.env.local; backups\_20260108_0711wheretovacation\.env.production; old-cevict-monorepo\apps\cevict\.env.example; old-cevict-monorepo\apps\prognostication\.env.example; old-cevict-monorepo\apps\smokersrights\.env.example; old-cevict-monorepo\apps\wheretovacation\.env.local.example; old-cevict-monorepo\apps\wheretovacation\.env.production; _wt_petreunion_push\apps\alpha-hunter\.env.local; _wt_petreunion_push\apps\petreunion\.env.local; _wt_petreunion_push\apps\prognostication\.env.example	(use -IncludeValues to show)
NEXT_PUBLIC_SUPABASE_URL	yes	.env.local; .env.local.backup; .env.local_01142025; apps\.idea\.env.local; apps\ai-orchestrator\.env.local; apps\alexa-skill\.env.local; apps\alpha-hunter\.env.example; apps\alpha-hunter\.env.local; apps\alpha-hunter\.env.local.backup; apps\alpha-hunter\.env.local.backup2; apps\alpha-hunter\.env.local.backup_20251230_183203; apps\alpha-hunter\.env.local.backup_working; apps\alpha-hunter\.env.local.MASTER_BACKUP; apps\alpha-hunter\arbitrage-v2\.env.local; apps\alpha-hunter\environments\prod\.env.local; apps\alpha-hunter\environments\prod\.env.local.backup; apps\alpha-hunter\environments\test\.env.local; apps\alpha-hunter\environments\test\.env.local; apps\audit-test\.env.local; apps\auspicio\.env.local; apps\banner-generator\.env.local; apps\brain\.env.local; apps\calmcast\.env.local; apps\cds-demo\.env.local; apps\cevict\.env; apps\cevict\.env.local; apps\cevict\apps\progno\.env.local; apps\cevict-ai\.env.local; apps\deployer\.env.local; apps\empire-c2\.env.local; apps\Fishy\.env.local; apps\gateway\.env.local; apps\gcc\.env.local; apps\google-assistant\.env.local; apps\gulfcoastcharters\.env.local; apps\gulfcoastcharters\.env.local.example; apps\kalshi-dash\.env.local; apps\launchpad\.env.local; apps\local-agent\.env.local; apps\petreunion\.env.local; apps\petreunion\scripts\petreunion\.env.local; apps\petreunion\scripts\petreunion\.vercel\.env.preview.local; apps\popthepopcorn\.env.local; apps\praxis.original\.env.example; apps\progno\.env.example; apps\progno\.env.local; apps\progno\apps\progno\.env.local; apps\prognostication\.env.example; apps\prognostication\.env.local; apps\prognostication\.env.local; apps\prognostication\progno-massager\.env.local; apps\prognostication\progno-massager\.env.local.example; apps\shared\.env.local; apps\smokersrights\.env.local; apps\solar-weather\.env.local; apps\supershopper\.env.local; apps\supershopper-v2\.env.local; apps\task-bot\.env.local; apps\trading-dashboard\.env.local; apps\wheretovacation\.env.local; apps\wheretovacation\.env.production; backups\prod\.env.local; backups\prod\.env.local.backup; backups\_20260108_0705ai-orchestrator\.env.local; backups\_20260108_0705auspicio\.env.local; backups\_20260108_0705brain\.env.local; backups\_20260108_0705cevict\.env; backups\_20260108_0705cevict\.env.local; backups\_20260108_0705cevict\apps\progno\.env.local; backups\_20260108_0705cevict-ai\.env.local; backups\_20260108_0705gateway\.env.local; backups\_20260108_0705gcc\.env.local; backups\_20260108_0705launchpad\.env.local; backups\_20260108_0705local-agent\.env.local; backups\_20260108_0705petreunion\.env.local; backups\_20260108_0705petreunion\.vercel\.env.preview.local; backups\_20260108_0705popthepopcorn\.env.local; backups\_20260108_0705progno\.env.local; backups\_20260108_0705progno\apps\progno\.env.local; backups\_20260108_0705progno-massager\.env.local; backups\_20260108_0705prognostication\.env.local; backups\_20260108_0705smokersrights\.env.local; backups\_20260108_0705wheretovacation\.env.local; backups\_20260108_0705wheretovacation\.env.production; backups\_20260108_0711ai-orchestrator\.env.local; backups\_20260108_0711auspicio\.env.local; backups\_20260108_0711brain\.env.local; backups\_20260108_0711cevict\.env; backups\_20260108_0711cevict\.env.local; backups\_20260108_0711cevict\apps\progno\.env.local; backups\_20260108_0711cevict-ai\.env.local; backups\_20260108_0711gateway\.env.local; backups\_20260108_0711gcc\.env.local; backups\_20260108_0711launchpad\.env.local; backups\_20260108_0711local-agent\.env.local; backups\_20260108_0711petreunion\.env.local; backups\_20260108_0711petreunion\.vercel\.env.preview.local; backups\_20260108_0711popthepopcorn\.env.local; backups\_20260108_0711progno\.env.local; backups\_20260108_0711progno\apps\progno\.env.local; backups\_20260108_0711progno-massager\.env.local; backups\_20260108_0711prognostication\.env.local; backups\_20260108_0711smokersrights\.env.local; backups\_20260108_0711wheretovacation\.env.local; backups\_20260108_0711wheretovacation\.env.production; old-cevict-monorepo\apps\alpha-hunter\.env.example; old-cevict-monorepo\apps\cevict\.env.example; old-cevict-monorepo\apps\prognostication\.env.example; old-cevict-monorepo\apps\smokersrights\.env.example; old-cevict-monorepo\apps\trading-dashboard\.env.example; old-cevict-monorepo\apps\wheretovacation\.env.local.example; old-cevict-monorepo\apps\wheretovacation\.env.production; _wt_petreunion_push\apps\alpha-hunter\.env.example; _wt_petreunion_push\apps\alpha-hunter\.env.local; _wt_petreunion_push\apps\alpha-hunter\.env.local.backup; _wt_petreunion_push\apps\alpha-hunter\.env.local.backup2; _wt_petreunion_push\apps\alpha-hunter\.env.local.backup_20251230_183203; _wt_petreunion_push\apps\alpha-hunter\.env.local.backup_working; _wt_petreunion_push\apps\alpha-hunter\.env.local.MASTER_BACKUP; _wt_petreunion_push\apps\petreunion\.env.local; _wt_petreunion_push\apps\prognostication\.env.example	(use -IncludeValues to show)
NEXT_PUBLIC_WTV_URL	yes	old-cevict-monorepo\apps\wheretovacation\.env.local.example	(use -IncludeValues to show)
NOAA_API_BASE	yes	apps\gulfcoastcharters\.env.local.example	(use -IncludeValues to show)
NODE_ENV	yes	apps\gulfcoastcharters\.env.example; apps\progno\.env.example; backups\_20260108_0705local-agent\.env.local; backups\_20260108_0705smokersrights\.env.local; backups\_20260108_0711local-agent\.env.local; backups\_20260108_0711smokersrights\.env.local; old-cevict-monorepo\apps\calmcast\.env.example; old-cevict-monorepo\apps\smokersrights\.env.example; old-cevict-monorepo\apps\wheretovacation\.env.example	(use -IncludeValues to show)
NODE_OPTIONS	yes	apps\petreunion\.env.local; apps\petreunion\scripts\petreunion\.vercel\.env.preview.local; backups\_20260108_0705petreunion\.env.local; backups\_20260108_0705petreunion\.vercel\.env.preview.local; backups\_20260108_0711petreunion\.env.local; backups\_20260108_0711petreunion\.vercel\.env.preview.local; _wt_petreunion_push\apps\petreunion\.env.local	(use -IncludeValues to show)
NOTIFICATION_RATE_LIMIT	yes	old-cevict-monorepo\apps\ai-orchestrator\.env.example	(use -IncludeValues to show)
NX_DAEMON	yes	apps\petreunion\scripts\petreunion\.vercel\.env.preview.local; apps\wheretovacation\.vercel\.env.preview.local; backups\_20260108_0705petreunion\.vercel\.env.preview.local; backups\_20260108_0705wheretovacation\.vercel\.env.preview.local; backups\_20260108_0711petreunion\.vercel\.env.preview.local; backups\_20260108_0711wheretovacation\.vercel\.env.preview.local	(use -IncludeValues to show)
ODDS_API_KEY	yes	.env.local; .env.local.backup; .env.local_01142025; .env.template.txt; apps\.idea\.env.local; apps\ai-orchestrator\.env.local; apps\alexa-skill\.env.local; apps\alpha-hunter\.env.example; apps\alpha-hunter\.env.local.backup; apps\alpha-hunter\.env.local.backup_20251230_183203; apps\alpha-hunter\.env.local.MASTER_BACKUP; apps\alpha-hunter\arbitrage-v2\.env.local; apps\alpha-hunter\environments\prod\.env.local; apps\alpha-hunter\environments\prod\.env.local.backup; apps\alpha-hunter\environments\test\.env.local; apps\alpha-hunter\environments\test\.env.local; apps\audit-test\.env.local; apps\auspicio\.env.local; apps\banner-generator\.env.local; apps\brain\.env.local; apps\calmcast\.env.local; apps\cds-demo\.env.local; apps\cevict\.env.local; apps\cevict-ai\.env.local; apps\deployer\.env.local; apps\empire-c2\.env.local; apps\Fishy\.env.local; apps\gateway\.env.local; apps\gcc\.env.local; apps\google-assistant\.env.local; apps\gulfcoastcharters\.env.local; apps\kalshi-dash\.env.local; apps\launchpad\.env.local; apps\local-agent\.env.local; apps\petreunion\.env.local; apps\petreunion\scripts\petreunion\.env.local; apps\petreunion\scripts\petreunion\.vercel\.env.preview.local; apps\popthepopcorn\.env.local; apps\progno\.env.example; apps\progno\.env.local; apps\progno\.env.local; apps\prognostication\.env.local.backup_20251230_183203; apps\prognostication\.env.local.MASTER_BACKUP; apps\prognostication\progno-massager\.env.local; apps\shared\.env.local; apps\smokersrights\.env.local; apps\solar-weather\.env.local; apps\supershopper\.env.local; apps\supershopper-v2\.env.local; apps\task-bot\.env.local; apps\trading-dashboard\.env.local; apps\wheretovacation\.env.local; backups\prod\.env.local; backups\prod\.env.local.backup; backups\_20260108_0705cevict\.env.local; backups\_20260108_0705launchpad\.env.local; backups\_20260108_0705local-agent\.env.local; backups\_20260108_0705petreunion\.env.local; backups\_20260108_0705petreunion\.vercel\.env.preview.local; backups\_20260108_0705popthepopcorn\.env.local; backups\_20260108_0705progno-massager\.env.local; backups\_20260108_0711cevict\.env.local; backups\_20260108_0711launchpad\.env.local; backups\_20260108_0711local-agent\.env.local; backups\_20260108_0711petreunion\.env.local; backups\_20260108_0711petreunion\.vercel\.env.preview.local; backups\_20260108_0711popthepopcorn\.env.local; backups\_20260108_0711progno-massager\.env.local; old-cevict-monorepo\apps\alpha-hunter\.env.example; _wt_petreunion_push\apps\alpha-hunter\.env.example; _wt_petreunion_push\apps\alpha-hunter\.env.local.backup; _wt_petreunion_push\apps\alpha-hunter\.env.local.backup_20251230_183203; _wt_petreunion_push\apps\alpha-hunter\.env.local.MASTER_BACKUP; _wt_petreunion_push\apps\petreunion\.env.local; _wt_petreunion_push\apps\prognostication\.env.local.backup_20251230_183203; _wt_petreunion_push\apps\prognostication\.env.local.MASTER_BACKUP	(use -IncludeValues to show)
OLLAMA_API_KEY	yes	.env.local.backup; .env.local_01142025; apps\.idea\.env.local; apps\ai-orchestrator\.env.local; apps\alexa-skill\.env.local; apps\alpha-hunter\arbitrage-v2\.env.local; apps\alpha-hunter\environments\prod\.env.local; apps\alpha-hunter\environments\prod\.env.local.backup; apps\audit-test\.env.local; apps\auspicio\.env.local; apps\banner-generator\.env.local; apps\brain\.env.local; apps\calmcast\.env.local; apps\cds-demo\.env.local; apps\cevict\.env.local; apps\cevict-ai\.env.local; apps\deployer\.env.local; apps\empire-c2\.env.local; apps\Fishy\.env.local; apps\gateway\.env.local; apps\gcc\.env.local; apps\google-assistant\.env.local; apps\kalshi-dash\.env.local; apps\launchpad\.env.local; apps\local-agent\.env.local; apps\petreunion\.env.local; apps\petreunion\scripts\petreunion\.env.local; apps\popthepopcorn\.env.local; apps\progno\.env.local; apps\shared\.env.local; apps\smokersrights\.env.local; apps\solar-weather\.env.local; apps\supershopper\.env.local; apps\supershopper\.env.local; apps\supershopper-v2\.env.local; apps\task-bot\.env.local; apps\trading-dashboard\.env.local; apps\wheretovacation\.env.local; backups\prod\.env.local; backups\prod\.env.local.backup; _wt_petreunion_push\apps\petreunion\.env.local	(use -IncludeValues to show)
